Calendar Day,Group,Company Code,Gross Order $
11/11/2018,Commercial & Industrial,C300,9448084.20
11/11/2018,Commercial & Industrial,C715,127666.85
11/11/2018,Construction & Energy,C794,600109.43
11/11/2018,Construction & Energy,C792,0.00
11/11/2018,Power Systems,C615,0.00
11/11/2018,Construction & Energy,C370,1848852.77
11/11/2018,Power Systems,C660,127297.36
11/11/2018,Power Systems,C610,15108577.92
11/11/2018,Construction & Energy,C720,641857.73
11/11/2018,Commercial & Industrial,C400,6477242.44
11/11/2018,Integrated Solutions,C200,0.00
11/11/2018,Construction & Energy,C351,2590006.50
11/11/2018,Commercial & Industrial,C710,128629.34
11/11/2018,Construction & Energy,C450,581650.23
11/11/2018,Power Systems,C625,49727.69
11/11/2018,Hubbell Lighting,C510,12762427.63
11/11/2018,Commercial & Industrial,C740,832826.50
11/11/2018,Hubbell Lighting,C550,669502.87
11/11/2018,Construction & Energy,C366,1309208.64
11/11/2018,Power Systems,C627,672586.33
11/11/2018,Construction & Energy,C460,332957.02
11/11/2018,Construction & Energy,C400,2147627.47
11/11/2018,Construction & Energy,C360,5509841.68
11/11/2018,Hubbell Lighting,C520,4113922.21
11/11/2018,Construction & Energy,C362,668483.32
11/18/2018,Construction & Energy,C460,921056.42
11/18/2018,Construction & Energy,C351,2771263.04
11/18/2018,Integrated Solutions,C200,-9035.00
11/18/2018,Commercial & Industrial,C710,159348.21
11/18/2018,Construction & Energy,C362,550951.21
11/18/2018,Construction & Energy,C792,0.00
11/18/2018,Power Systems,C625,20050.59
11/18/2018,Hubbell Lighting,C510,12285666.29
11/18/2018,Hubbell Lighting,C550,792191.37
11/18/2018,Power Systems,C627,123932.59
11/18/2018,Hubbell Lighting,C520,5362210.24
11/18/2018,Construction & Energy,C794,380227.44
11/18/2018,Power Systems,C640,2810179.33
11/18/2018,Construction & Energy,C450,541391.58
11/18/2018,Commercial & Industrial,C715,110829.47
11/18/2018,Construction & Energy,C400,2272562.75
11/18/2018,Commercial & Industrial,C400,6801159.47
11/18/2018,Commercial & Industrial,C750,525578.10
11/18/2018,Construction & Energy,C370,1070741.03
11/18/2018,Commercial & Industrial,C740,1101877.21
11/18/2018,Commercial & Industrial,C300,10637870.36
11/18/2018,Power Systems,C615,2824.62
11/18/2018,Power Systems,C650,741702.73
11/18/2018,Power Systems,C610,21201744.01
11/18/2018,Construction & Energy,C366,-234792.90
11/18/2018,Construction & Energy,C720,662312.07
11/18/2018,Power Systems,C660,67521.95
11/18/2018,Construction & Energy,C360,5143436.83
11/25/2018,Construction & Energy,C400,824444.61
11/25/2018,Construction & Energy,C366,3258403.49
11/25/2018,Hubbell Lighting,C550,243085.46
11/25/2018,Construction & Energy,C792,0.00
11/25/2018,Construction & Energy,C360,3104863.20
11/25/2018,Commercial & Industrial,C715,756613.91
11/25/2018,Commercial & Industrial,C750,266422.32
11/25/2018,Power Systems,C610,10912467.34
11/25/2018,Construction & Energy,C450,1321615.21
11/25/2018,Power Systems,C640,2234427.16
11/25/2018,Commercial & Industrial,C740,537729.52
11/25/2018,Power Systems,C660,8838.12
11/25/2018,Power Systems,C625,165907.17
11/25/2018,Construction & Energy,C794,218352.62
11/25/2018,Construction & Energy,C370,416316.10
11/25/2018,Commercial & Industrial,C400,5399250.64
11/25/2018,Commercial & Industrial,C300,6089120.30
11/25/2018,Power Systems,C615,10307.80
11/25/2018,Commercial & Industrial,C710,181010.41
11/25/2018,Construction & Energy,C362,407221.68
11/25/2018,Power Systems,C627,98411.72
11/25/2018,Power Systems,C650,478555.35
11/25/2018,Construction & Energy,C460,404658.41
11/25/2018,Integrated Solutions,C200,0.00
11/25/2018,Hubbell Lighting,C510,6951640.32
11/25/2018,Construction & Energy,C720,354659.83
11/25/2018,Construction & Energy,C351,2355203.59
11/25/2018,Hubbell Lighting,C520,3804394.50
12/02/2018,Power Systems,C625,364506.47
12/02/2018,Construction & Energy,C460,441023.70
12/02/2018,Hubbell Lighting,C520,5021818.75
12/02/2018,Hubbell Lighting,C550,919939.95
12/02/2018,Construction & Energy,C360,7346460.52
12/02/2018,Power Systems,C615,8003.32
12/02/2018,Power Systems,C627,312680.91
12/02/2018,Construction & Energy,C720,1010742.97
12/02/2018,Construction & Energy,C400,2064838.46
12/02/2018,Construction & Energy,C351,2844237.15
12/02/2018,Power Systems,C650,860086.50
12/02/2018,Construction & Energy,C370,1263501.85
12/02/2018,Commercial & Industrial,C750,832252.15
12/02/2018,Construction & Energy,C362,1305618.67
12/02/2018,Commercial & Industrial,C400,7542879.10
12/02/2018,Construction & Energy,C792,0.00
12/02/2018,Integrated Solutions,C200,4070.00
12/02/2018,Hubbell Lighting,C510,13693123.54
12/02/2018,Power Systems,C640,3850924.54
12/02/2018,Construction & Energy,C366,1401450.67
12/02/2018,Commercial & Industrial,C715,2055568.47
12/02/2018,Construction & Energy,C794,528503.38
12/02/2018,Construction & Energy,C450,714070.75
12/02/2018,Power Systems,C610,15814457.68
12/02/2018,Commercial & Industrial,C740,4108194.87
12/02/2018,Power Systems,C660,108644.44
12/02/2018,Commercial & Industrial,C300,9364474.88
12/02/2018,Commercial & Industrial,C710,546454.03
12/09/2018,Commercial & Industrial,C710,275609.61
12/09/2018,Hubbell Lighting,C520,5084097.81
12/09/2018,Construction & Energy,C362,947132.34
12/09/2018,Construction & Energy,C360,5892620.61
12/09/2018,Commercial & Industrial,C400,7728034.73
12/09/2018,Construction & Energy,C400,2670911.30
12/09/2018,Construction & Energy,C720,703171.07
12/09/2018,Construction & Energy,C366,2267291.85
12/09/2018,Power Systems,C610,16766877.60
12/09/2018,Hubbell Lighting,C510,12301388.66
12/09/2018,Power Systems,C625,127101.93
12/09/2018,Construction & Energy,C351,2552943.05
12/09/2018,Power Systems,C660,103936.76
12/09/2018,Construction & Energy,C792,0.00
12/09/2018,Commercial & Industrial,C740,922062.46
12/09/2018,Commercial & Industrial,C300,12855972.48
12/09/2018,Construction & Energy,C794,427870.19
12/09/2018,Integrated Solutions,C200,0.00
12/09/2018,Construction & Energy,C460,177066.08
12/09/2018,Construction & Energy,C450,267738.63
12/09/2018,Construction & Energy,C370,1927788.90
12/09/2018,Hubbell Lighting,C550,845446.30
12/09/2018,Power Systems,C650,689580.88
12/09/2018,Power Systems,C615,83083.33
12/09/2018,Commercial & Industrial,C715,249701.88
12/09/2018,Commercial & Industrial,C750,600355.95
12/09/2018,Power Systems,C640,2853815.06
12/09/2018,Power Systems,C627,233219.56
12/16/2018,Construction & Energy,C460,196252.12
12/16/2018,Power Systems,C650,1805657.91
12/16/2018,Commercial & Industrial,C710,1864121.68
12/16/2018,Construction & Energy,C400,1781333.86
12/16/2018,Power Systems,C610,14227874.81
12/16/2018,Hubbell Lighting,C510,12434204.40
12/16/2018,Hubbell Lighting,C550,1757499.76
12/16/2018,Construction & Energy,C351,3528828.89
12/16/2018,Commercial & Industrial,C300,10485785.46
12/16/2018,Power Systems,C660,146539.63
12/16/2018,Commercial & Industrial,C740,1424476.14
12/16/2018,Hubbell Lighting,C520,4794212.51
12/16/2018,Construction & Energy,C794,364790.00
12/16/2018,Commercial & Industrial,C750,707177.96
12/16/2018,Construction & Energy,C370,1922596.53
12/16/2018,Power Systems,C615,21527.31
12/16/2018,Power Systems,C640,3252802.70
12/16/2018,Power Systems,C625,63638.09
12/16/2018,Construction & Energy,C362,501807.73
12/16/2018,Power Systems,C627,265179.51
12/16/2018,Commercial & Industrial,C715,562291.60
12/16/2018,Construction & Energy,C366,1180975.18
12/16/2018,Integrated Solutions,C200,0.00
12/16/2018,Commercial & Industrial,C400,6461157.20
12/16/2018,Construction & Energy,C720,607909.48
12/16/2018,Construction & Energy,C450,454153.75
12/16/2018,Construction & Energy,C792,0.00
12/16/2018,Construction & Energy,C360,6249362.21
12/23/2018,Power Systems,C650,1021772.60
12/23/2018,Commercial & Industrial,C715,2416597.64
12/23/2018,Power Systems,C610,20677985.03
12/23/2018,Construction & Energy,C792,0.00
12/23/2018,Construction & Energy,C794,306279.85
12/23/2018,Commercial & Industrial,C400,6857439.24
12/23/2018,Power Systems,C640,3280545.09
12/23/2018,Power Systems,C660,103146.31
12/23/2018,Construction & Energy,C366,1497555.17
12/23/2018,Commercial & Industrial,C300,9756328.09
12/23/2018,Hubbell Lighting,C510,14921547.27
12/23/2018,Integrated Solutions,C200,48206.06
12/23/2018,Construction & Energy,C370,1312622.54
12/23/2018,Construction & Energy,C362,626992.77
12/23/2018,Power Systems,C627,72828.24
12/23/2018,Construction & Energy,C400,1633199.14
12/23/2018,Construction & Energy,C720,1458662.28
12/23/2018,Hubbell Lighting,C550,1038402.93
12/23/2018,Power Systems,C615,51917.17
12/23/2018,Hubbell Lighting,C520,5716340.22
12/23/2018,Commercial & Industrial,C740,1936198.68
12/23/2018,Construction & Energy,C450,754803.60
12/23/2018,Construction & Energy,C460,149826.47
12/23/2018,Commercial & Industrial,C750,558614.52
12/23/2018,Construction & Energy,C360,5215508.21
12/23/2018,Construction & Energy,C351,2603530.56
12/23/2018,Power Systems,C625,39861.19
12/23/2018,Commercial & Industrial,C710,197089.58
12/30/2018,Commercial & Industrial,C710,599955.69
12/30/2018,Power Systems,C640,1867533.75
12/30/2018,Construction & Energy,C366,883303.23
12/30/2018,Integrated Solutions,C200,0.00
12/30/2018,Power Systems,C625,113995.80
12/30/2018,Hubbell Lighting,C520,2718826.19
12/30/2018,Power Systems,C615,0.00
12/30/2018,Construction & Energy,C720,339306.74
12/30/2018,Construction & Energy,C360,3292239.78
12/30/2018,Commercial & Industrial,C300,5603722.80
12/30/2018,Commercial & Industrial,C400,4464042.44
12/30/2018,Power Systems,C627,5738460.13
12/30/2018,Construction & Energy,C362,427756.26
12/30/2018,Construction & Energy,C351,617390.95
12/30/2018,Commercial & Industrial,C715,7604.69
12/30/2018,Power Systems,C610,8703540.82
12/30/2018,Commercial & Industrial,C750,357359.45
12/30/2018,Power Systems,C650,339616.34
12/30/2018,Construction & Energy,C794,11458.23
12/30/2018,Construction & Energy,C450,0.00
12/30/2018,Construction & Energy,C792,0.00
12/30/2018,Power Systems,C660,0.00
12/30/2018,Hubbell Lighting,C550,481341.69
12/30/2018,Hubbell Lighting,C510,7717347.53
12/30/2018,Commercial & Industrial,C740,1040810.77
12/30/2018,Construction & Energy,C400,677768.24
12/30/2018,Construction & Energy,C460,0.00
12/30/2018,Construction & Energy,C370,645100.28
01/06/2019,Commercial & Industrial,C715,73101.57
01/06/2019,Construction & Energy,C794,443517.93
01/06/2019,Construction & Energy,C351,1370193.64
01/06/2019,Commercial & Industrial,C750,395177.52
01/06/2019,Construction & Energy,C360,3287017.09
01/06/2019,Construction & Energy,C450,569941.38
01/06/2019,Commercial & Industrial,C300,5961512.51
01/06/2019,Construction & Energy,C366,601508.39
01/06/2019,Commercial & Industrial,C710,41636.08
01/06/2019,Construction & Energy,C362,295623.46
01/06/2019,Construction & Energy,C720,856681.98
01/06/2019,Hubbell Lighting,C550,427059.28
01/06/2019,Power Systems,C615,0.00
01/06/2019,Construction & Energy,C460,376550.02
01/06/2019,Hubbell Lighting,C520,3645581.85
01/06/2019,Power Systems,C627,3249.99
01/06/2019,Construction & Energy,C400,1073067.30
01/06/2019,Power Systems,C650,624656.24
01/06/2019,Power Systems,C660,51452.69
01/06/2019,Commercial & Industrial,C740,1071986.75
01/06/2019,Commercial & Industrial,C400,4714475.62
01/06/2019,Integrated Solutions,C200,0.00
01/06/2019,Power Systems,C640,2006678.89
01/06/2019,Construction & Energy,C370,1171016.23
01/06/2019,Construction & Energy,C792,0.00
01/06/2019,Power Systems,C625,29218.76
01/06/2019,Hubbell Lighting,C510,8476059.60
01/06/2019,Power Systems,C610,12006009.53
01/13/2019,Power Systems,C615,2150.74
01/13/2019,Power Systems,C625,63051.13
01/13/2019,Commercial & Industrial,C710,285959.38
01/13/2019,Hubbell Lighting,C520,5927059.24
01/13/2019,Power Systems,C627,42609.22
01/13/2019,Construction & Energy,C450,459895.83
01/13/2019,Construction & Energy,C360,5210079.51
01/13/2019,Commercial & Industrial,C750,880035.04
01/13/2019,Construction & Energy,C794,215945.13
01/13/2019,Power Systems,C660,143703.27
01/13/2019,Power Systems,C650,894829.22
01/13/2019,Integrated Solutions,C200,12410.58
01/13/2019,Commercial & Industrial,C715,330104.28
01/13/2019,Construction & Energy,C370,1799432.80
01/13/2019,Construction & Energy,C720,719470.18
01/13/2019,Construction & Energy,C460,566895.83
01/13/2019,Hubbell Lighting,C550,1981323.96
01/13/2019,Commercial & Industrial,C740,1428735.34
01/13/2019,Commercial & Industrial,C300,9346098.61
01/13/2019,Construction & Energy,C792,0.00
01/13/2019,Construction & Energy,C366,1756802.23
01/13/2019,Construction & Energy,C400,1543531.66
01/13/2019,Construction & Energy,C362,370900.44
01/13/2019,Power Systems,C640,2912968.21
01/13/2019,Construction & Energy,C351,2422595.80
01/13/2019,Commercial & Industrial,C400,6221944.07
01/13/2019,Hubbell Lighting,C510,12235267.71
01/13/2019,Power Systems,C610,14959247.98
01/20/2019,Construction & Energy,C794,203585.39
01/20/2019,Construction & Energy,C792,0.00
01/20/2019,Commercial & Industrial,C400,6863064.51
01/20/2019,Power Systems,C625,174996.39
01/20/2019,Power Systems,C640,3366858.70
01/20/2019,Power Systems,C650,1029054.31
01/20/2019,Power Systems,C660,165692.02
01/20/2019,Integrated Solutions,C200,-18129.86
01/20/2019,Construction & Energy,C366,1701839.78
01/20/2019,Construction & Energy,C370,1820801.59
01/20/2019,Hubbell Lighting,C510,11409984.46
01/20/2019,Construction & Energy,C460,110611.05
01/20/2019,Commercial & Industrial,C710,94978.97
01/20/2019,Power Systems,C610,21061490.03
01/20/2019,Hubbell Lighting,C520,4178558.06
01/20/2019,Commercial & Industrial,C300,9496472.66
01/20/2019,Commercial & Industrial,C750,581693.56
01/20/2019,Construction & Energy,C360,5403681.46
01/20/2019,Power Systems,C627,263978.86
01/20/2019,Commercial & Industrial,C715,281634.53
01/20/2019,Construction & Energy,C400,1774458.02
01/20/2019,Hubbell Lighting,C550,1141481.61
01/20/2019,Construction & Energy,C362,544092.81
01/20/2019,Commercial & Industrial,C740,1557017.35
01/20/2019,Construction & Energy,C450,321677.58
01/20/2019,Construction & Energy,C351,2007507.79
01/20/2019,Construction & Energy,C720,572266.87
01/20/2019,Power Systems,C615,0.00
01/27/2019,Construction & Energy,C460,285734.73
01/27/2019,Commercial & Industrial,C400,5357351.91
01/27/2019,Commercial & Industrial,C750,713949.93
01/27/2019,Power Systems,C660,155165.12
01/27/2019,Construction & Energy,C720,823369.37
01/27/2019,Power Systems,C625,23095.10
01/27/2019,Construction & Energy,C792,0.00
01/27/2019,Commercial & Industrial,C715,289870.36
01/27/2019,Hubbell Lighting,C550,622861.67
01/27/2019,Construction & Energy,C370,1997918.28
01/27/2019,Construction & Energy,C450,789271.29
01/27/2019,Hubbell Lighting,C510,11283323.18
01/27/2019,Power Systems,C615,0.00
01/27/2019,Construction & Energy,C400,1943280.26
01/27/2019,Power Systems,C610,15732960.91
01/27/2019,Commercial & Industrial,C740,1050203.02
01/27/2019,Commercial & Industrial,C300,8809460.17
01/27/2019,Construction & Energy,C351,2530699.40
01/27/2019,Construction & Energy,C366,1413051.96
01/27/2019,Hubbell Lighting,C520,5015654.75
01/27/2019,Power Systems,C650,1107421.94
01/27/2019,Power Systems,C627,316066.54
01/27/2019,Construction & Energy,C794,434245.96
01/27/2019,Integrated Solutions,C200,1097.90
01/27/2019,Commercial & Industrial,C710,455868.17
01/27/2019,Construction & Energy,C362,468862.44
01/27/2019,Construction & Energy,C360,5140965.03
01/27/2019,Power Systems,C640,3348923.96
02/03/2019,Commercial & Industrial,C300,12141165.16
02/03/2019,Commercial & Industrial,C710,226995.21
02/03/2019,Power Systems,C615,0.00
02/03/2019,Commercial & Industrial,C715,397688.67
02/03/2019,Power Systems,C660,57237.00
02/03/2019,Hubbell Lighting,C510,11775556.91
02/03/2019,Commercial & Industrial,C740,2016328.49
02/03/2019,Hubbell Lighting,C520,4474078.99
02/03/2019,Power Systems,C627,132103.88
02/03/2019,Construction & Energy,C362,883802.45
02/03/2019,Power Systems,C640,3216824.27
02/03/2019,Power Systems,C610,19100640.36
02/03/2019,Hubbell Lighting,C550,718081.18
02/03/2019,Construction & Energy,C400,1673467.12
02/03/2019,Construction & Energy,C366,2168188.39
02/03/2019,Construction & Energy,C360,5735048.24
02/03/2019,Construction & Energy,C792,0.00
02/03/2019,Construction & Energy,C370,1361569.39
02/03/2019,Construction & Energy,C450,594670.15
02/03/2019,Construction & Energy,C351,2666823.48
02/03/2019,Power Systems,C625,319319.61
02/03/2019,Power Systems,C650,1126266.46
02/03/2019,Construction & Energy,C794,272738.18
02/03/2019,Commercial & Industrial,C400,6323483.44
02/03/2019,Construction & Energy,C720,871342.64
02/03/2019,Integrated Solutions,C200,14311.85
02/03/2019,Construction & Energy,C460,202245.56
02/03/2019,Commercial & Industrial,C750,635802.22
02/10/2019,Construction & Energy,C362,367504.06
02/10/2019,Power Systems,C650,705060.98
02/10/2019,Integrated Solutions,C200,0.00
02/10/2019,Power Systems,C615,0.00
02/10/2019,Hubbell Lighting,C520,4810600.02
02/10/2019,Power Systems,C660,81375.99
02/10/2019,Construction & Energy,C460,485939.26
02/10/2019,Construction & Energy,C720,625302.95
02/10/2019,Commercial & Industrial,C715,224925.36
02/10/2019,Hubbell Lighting,C550,853157.74
02/10/2019,Commercial & Industrial,C300,10233889.99
02/10/2019,Power Systems,C625,0.00
02/10/2019,Construction & Energy,C370,1411424.77
02/10/2019,Commercial & Industrial,C740,982858.32
02/10/2019,Commercial & Industrial,C750,954727.10
02/10/2019,Commercial & Industrial,C710,271724.55
02/10/2019,Construction & Energy,C400,1768010.41
02/10/2019,Power Systems,C640,3701330.40
02/10/2019,Hubbell Lighting,C510,13405011.55
02/10/2019,Construction & Energy,C792,0.00
02/10/2019,Construction & Energy,C366,1517737.54
02/10/2019,Construction & Energy,C450,503865.22
02/10/2019,Construction & Energy,C360,6373498.91
02/10/2019,Power Systems,C627,0.00
02/10/2019,Construction & Energy,C794,246682.92
02/10/2019,Construction & Energy,C351,2546802.23
02/10/2019,Commercial & Industrial,C400,6693287.83
02/10/2019,Power Systems,C610,16418754.24
02/17/2019,Construction & Energy,C460,453026.93
02/17/2019,Power Systems,C660,162131.28
02/17/2019,Construction & Energy,C720,1215594.94
02/17/2019,Construction & Energy,C400,1960263.00
02/17/2019,Commercial & Industrial,C750,712728.54
02/17/2019,Power Systems,C625,-1735.53
02/17/2019,Construction & Energy,C370,1131994.54
02/17/2019,Power Systems,C650,647971.55
02/17/2019,Construction & Energy,C794,264816.89
02/17/2019,Construction & Energy,C360,5964058.82
02/17/2019,Commercial & Industrial,C715,167091.63
02/17/2019,Construction & Energy,C450,328933.80
02/17/2019,Construction & Energy,C366,1150031.40
02/17/2019,Construction & Energy,C351,2175290.74
02/17/2019,Hubbell Lighting,C550,1321942.17
02/17/2019,Commercial & Industrial,C740,1515189.86
02/17/2019,Integrated Solutions,C200,0.00
02/17/2019,Construction & Energy,C362,488143.32
02/17/2019,Power Systems,C627,-3207.78
02/17/2019,Hubbell Lighting,C520,5126503.95
02/17/2019,Hubbell Lighting,C510,11202205.48
02/17/2019,Power Systems,C610,16329975.38
02/17/2019,Commercial & Industrial,C300,9423670.33
02/17/2019,Commercial & Industrial,C710,226057.07
02/17/2019,Power Systems,C615,9050.31
02/17/2019,Construction & Energy,C792,0.00
02/17/2019,Commercial & Industrial,C400,7297955.41
02/17/2019,Power Systems,C640,4405062.41
02/24/2019,Power Systems,C610,16415771.66
02/24/2019,Construction & Energy,C366,1384753.67
02/24/2019,Commercial & Industrial,C400,7006369.34
02/24/2019,Power Systems,C615,0.00
02/24/2019,Power Systems,C660,104049.14
02/24/2019,Commercial & Industrial,C740,1047050.83
02/24/2019,Construction & Energy,C720,885329.61
02/24/2019,Construction & Energy,C360,5452945.59
02/24/2019,Construction & Energy,C370,1224756.98
02/24/2019,Power Systems,C627,552319.40
02/24/2019,Construction & Energy,C400,1899998.57
02/24/2019,Hubbell Lighting,C550,685319.60
02/24/2019,Construction & Energy,C351,2164453.37
02/24/2019,Construction & Energy,C460,352723.45
02/24/2019,Construction & Energy,C362,1033368.72
02/24/2019,Commercial & Industrial,C750,833283.15
02/24/2019,Commercial & Industrial,C300,9399306.81
02/24/2019,Construction & Energy,C450,415233.59
02/24/2019,Construction & Energy,C792,0.00
02/24/2019,Commercial & Industrial,C710,215239.39
02/24/2019,Hubbell Lighting,C520,4735471.68
02/24/2019,Construction & Energy,C794,481444.48
02/24/2019,Commercial & Industrial,C715,127618.18
02/24/2019,Power Systems,C650,1271222.41
02/24/2019,Power Systems,C625,9408.43
02/24/2019,Integrated Solutions,C200,0.00
02/24/2019,Hubbell Lighting,C510,12577178.69
02/24/2019,Power Systems,C640,3578766.76
03/03/2019,Hubbell Lighting,C510,18114291.26
03/03/2019,Construction & Energy,C351,2488668.99
03/03/2019,Commercial & Industrial,C400,7311973.84
03/03/2019,Construction & Energy,C366,1850033.68
03/03/2019,Power Systems,C610,21087436.08
03/03/2019,Commercial & Industrial,C750,658246.21
03/03/2019,Construction & Energy,C450,900185.14
03/03/2019,Commercial & Industrial,C710,559328.28
03/03/2019,Construction & Energy,C794,594566.30
03/03/2019,Commercial & Industrial,C715,1587385.18
03/03/2019,Construction & Energy,C360,5496280.23
03/03/2019,Construction & Energy,C792,0.00
03/03/2019,Power Systems,C627,106252.95
03/03/2019,Hubbell Lighting,C550,678255.66
03/03/2019,Integrated Solutions,C200,0.00
03/03/2019,Construction & Energy,C460,774172.63
03/03/2019,Construction & Energy,C400,2091207.01
03/03/2019,Power Systems,C660,153726.50
03/03/2019,Power Systems,C640,2925407.21
03/03/2019,Construction & Energy,C362,849680.34
03/03/2019,Construction & Energy,C720,898245.81
03/03/2019,Power Systems,C615,4736.60
03/03/2019,Power Systems,C625,139036.29
03/03/2019,Power Systems,C650,1665288.68
03/03/2019,Commercial & Industrial,C740,1789336.62
03/03/2019,Construction & Energy,C370,913588.77
03/03/2019,Hubbell Lighting,C520,5156567.30
03/03/2019,Commercial & Industrial,C300,10953365.35
03/10/2019,Power Systems,C615,67783.49
03/10/2019,Power Systems,C650,690055.13
03/10/2019,Construction & Energy,C794,302297.21
03/10/2019,Commercial & Industrial,C300,10290087.27
03/10/2019,Commercial & Industrial,C710,158126.12
03/10/2019,Construction & Energy,C720,532679.38
03/10/2019,Power Systems,C610,18946384.79
03/10/2019,Hubbell Lighting,C550,1019668.14
03/10/2019,Construction & Energy,C792,0.00
03/10/2019,Hubbell Lighting,C520,4969616.36
03/10/2019,Power Systems,C625,34598.75
03/10/2019,Commercial & Industrial,C740,1303613.52
03/10/2019,Hubbell Lighting,C510,12970746.50
03/10/2019,Power Systems,C627,190655.28
03/10/2019,Commercial & Industrial,C715,106846.05
03/10/2019,Integrated Solutions,C200,0.00
03/10/2019,Commercial & Industrial,C750,607846.94
03/10/2019,Construction & Energy,C360,6730727.45
03/10/2019,Construction & Energy,C460,632309.39
03/10/2019,Construction & Energy,C400,1821471.85
03/10/2019,Construction & Energy,C362,564426.30
03/10/2019,Power Systems,C660,139161.67
03/10/2019,Commercial & Industrial,C400,7544221.60
03/10/2019,Construction & Energy,C450,717616.34
03/10/2019,Construction & Energy,C366,1480013.18
03/10/2019,Construction & Energy,C370,843938.34
03/10/2019,Construction & Energy,C351,2649176.24
03/10/2019,Power Systems,C640,3769974.45
03/17/2019,Construction & Energy,C792,0.00
03/17/2019,Construction & Energy,C450,1340942.38
03/17/2019,Power Systems,C640,3742419.44
03/17/2019,Commercial & Industrial,C300,10804945.59
03/17/2019,Construction & Energy,C362,728766.73
03/17/2019,Commercial & Industrial,C715,73306.43
03/17/2019,Hubbell Lighting,C550,664866.89
03/17/2019,Construction & Energy,C460,192895.84
03/17/2019,Commercial & Industrial,C750,993050.47
03/17/2019,Integrated Solutions,C200,142999.72
03/17/2019,Construction & Energy,C794,245936.85
03/17/2019,Construction & Energy,C720,797256.81
03/17/2019,Power Systems,C615,23001.60
03/17/2019,Construction & Energy,C351,2667715.79
03/17/2019,Commercial & Industrial,C710,141054.99
03/17/2019,Construction & Energy,C360,5620940.33
03/17/2019,Construction & Energy,C366,2200874.29
03/17/2019,Commercial & Industrial,C740,1779745.81
03/17/2019,Construction & Energy,C400,1980345.46
03/17/2019,Power Systems,C610,18037463.61
03/17/2019,Hubbell Lighting,C510,11872330.01
03/17/2019,Construction & Energy,C370,749294.15
03/17/2019,Power Systems,C625,3873.33
03/17/2019,Hubbell Lighting,C520,4720642.38
03/17/2019,Commercial & Industrial,C400,7130572.17
03/17/2019,Power Systems,C650,786104.65
03/17/2019,Power Systems,C627,67099.77
03/17/2019,Power Systems,C660,230553.72
03/24/2019,Integrated Solutions,C200,178333.54
03/24/2019,Power Systems,C615,-79411.63
03/24/2019,Construction & Energy,C400,1619839.22
03/24/2019,Commercial & Industrial,C715,419662.80
03/24/2019,Power Systems,C650,785312.55
03/24/2019,Construction & Energy,C460,276074.75
03/24/2019,Construction & Energy,C450,1020619.46
03/24/2019,Power Systems,C627,354939.84
03/24/2019,Construction & Energy,C370,1799573.71
03/24/2019,Hubbell Lighting,C520,5163199.82
03/24/2019,Hubbell Lighting,C510,12719215.40
03/24/2019,Commercial & Industrial,C750,401256.84
03/24/2019,Construction & Energy,C362,935336.90
03/24/2019,Commercial & Industrial,C300,9868419.50
03/24/2019,Power Systems,C610,15696187.30
03/24/2019,Power Systems,C640,2995442.08
03/24/2019,Commercial & Industrial,C400,6976654.81
03/24/2019,Construction & Energy,C792,0.00
03/24/2019,Hubbell Lighting,C550,1141877.54
03/24/2019,Commercial & Industrial,C710,142503.04
03/24/2019,Power Systems,C625,86293.09
03/24/2019,Construction & Energy,C794,398727.30
03/24/2019,Commercial & Industrial,C740,1703977.54
03/24/2019,Construction & Energy,C360,6039816.61
03/24/2019,Power Systems,C660,108340.75
03/24/2019,Construction & Energy,C366,1730837.73
03/24/2019,Construction & Energy,C351,2397997.89
03/24/2019,Construction & Energy,C720,745771.86
03/31/2019,Construction & Energy,C450,953028.71
03/31/2019,Power Systems,C625,144680.55
03/31/2019,Construction & Energy,C360,6011514.63
03/31/2019,Power Systems,C660,42984.10
03/31/2019,Commercial & Industrial,C750,834479.51
03/31/2019,Construction & Energy,C362,729770.62
03/31/2019,Hubbell Lighting,C510,14320734.06
03/31/2019,Power Systems,C610,19157283.19
03/31/2019,Power Systems,C640,4788343.48
03/31/2019,Construction & Energy,C351,2888301.07
03/31/2019,Hubbell Lighting,C520,6334913.08
03/31/2019,Construction & Energy,C366,1658685.96
03/31/2019,Construction & Energy,C792,0.00
03/31/2019,Commercial & Industrial,C400,7438732.67
03/31/2019,Construction & Energy,C460,690189.70
03/31/2019,Construction & Energy,C720,1208218.20
03/31/2019,Construction & Energy,C794,400969.87
03/31/2019,Commercial & Industrial,C710,395758.80
03/31/2019,Construction & Energy,C370,712968.04
03/31/2019,Power Systems,C615,13844.95
03/31/2019,Hubbell Lighting,C550,655988.86
03/31/2019,Power Systems,C650,922518.18
03/31/2019,Power Systems,C627,212098.63
03/31/2019,Commercial & Industrial,C715,834447.99
03/31/2019,Commercial & Industrial,C300,10178549.02
03/31/2019,Construction & Energy,C400,1589760.79
03/31/2019,Commercial & Industrial,C740,1585785.22
03/31/2019,Integrated Solutions,C200,137556.95
04/07/2019,Construction & Energy,C362,450659.62
04/07/2019,Construction & Energy,C351,2514849.33
04/07/2019,Power Systems,C610,19646760.48
04/07/2019,Construction & Energy,C360,6023433.48
04/07/2019,Power Systems,C640,4205127.49
04/07/2019,Commercial & Industrial,C710,350050.56
04/07/2019,Construction & Energy,C792,0.00
04/07/2019,Power Systems,C625,22524.98
