Calendar Day,Group,Company Code,Gross Order $
09/01/2019,Construction & Energy,C460,174866.85
09/08/2019,Construction & Energy,C362,646748.53
09/08/2019,Construction & Energy,C366,1730948.20
09/08/2019,Integrated Solutions,C200,112621.90
09/08/2019,Commercial & Industrial,C710,76552.56
09/08/2019,Construction & Energy,C450,1434320.08
09/08/2019,Power Systems,C640,3834828.23
09/08/2019,Commercial & Industrial,C300,8631877.96
09/08/2019,Construction & Energy,C794,285073.26
09/08/2019,Power Systems,C660,158017.57
09/08/2019,Construction & Energy,C351,2521002.66
09/08/2019,Hubbell Lighting,C520,4988661.69
09/08/2019,Power Systems,C625,23262.33
09/08/2019,Power Systems,C650,590812.65
09/08/2019,Power Systems,C615,5422.62
09/08/2019,Construction & Energy,C360,4260477.02
09/08/2019,Construction & Energy,C460,190841.67
09/08/2019,Power Systems,C610,12933526.34
09/08/2019,Construction & Energy,C370,1358058.55
09/08/2019,Commercial & Industrial,C740,1027203.55
09/08/2019,Commercial & Industrial,C400,6705961.34
09/08/2019,Power Systems,C627,29085.07
09/08/2019,Construction & Energy,C720,439802.71
09/08/2019,Hubbell Lighting,C550,377095.03
09/08/2019,Commercial & Industrial,C750,555852.91
09/08/2019,Hubbell Lighting,C510,9655516.57
09/08/2019,Construction & Energy,C400,1528264.78
09/15/2019,Hubbell Lighting,C520,4922352.94
09/15/2019,Hubbell Lighting,C550,734731.89
09/15/2019,Construction & Energy,C351,2867337.04
09/15/2019,Power Systems,C625,46963.47
09/15/2019,Construction & Energy,C360,5339425.05
09/15/2019,Commercial & Industrial,C400,7039222.40
09/15/2019,Commercial & Industrial,C300,11268111.84
09/15/2019,Power Systems,C660,28111.09
09/15/2019,Construction & Energy,C362,2640000.81
09/15/2019,Power Systems,C640,4817112.54
09/15/2019,Power Systems,C650,889365.74
09/15/2019,Commercial & Industrial,C710,58535.65
09/15/2019,Construction & Energy,C400,2493821.71
09/15/2019,Construction & Energy,C460,331252.05
09/15/2019,Hubbell Lighting,C510,12951929.92
09/15/2019,Power Systems,C610,18469121.15
09/15/2019,Power Systems,C627,205619.35
09/15/2019,Construction & Energy,C366,1162857.76
09/15/2019,Commercial & Industrial,C750,518707.15
09/15/2019,Construction & Energy,C720,684804.34
09/15/2019,Integrated Solutions,C200,151944.24
09/15/2019,Power Systems,C615,999.97
09/15/2019,Construction & Energy,C450,536889.21
09/15/2019,Commercial & Industrial,C740,1187218.98
09/15/2019,Construction & Energy,C370,1262682.63
09/15/2019,Construction & Energy,C794,161615.60
09/22/2019,Commercial & Industrial,C740,1260260.10
09/22/2019,Hubbell Lighting,C550,657530.19
09/22/2019,Commercial & Industrial,C750,846298.81
09/22/2019,Construction & Energy,C362,475527.21
09/22/2019,Construction & Energy,C366,1921242.27
09/22/2019,Construction & Energy,C351,2866602.98
09/22/2019,Construction & Energy,C450,294088.80
09/22/2019,Commercial & Industrial,C710,126782.86
09/22/2019,Construction & Energy,C370,1209763.40
09/22/2019,Power Systems,C660,71531.40
09/22/2019,Power Systems,C640,3774347.74
09/22/2019,Integrated Solutions,C200,192311.86
09/22/2019,Commercial & Industrial,C300,10149498.14
09/22/2019,Power Systems,C610,21302088.91
09/22/2019,Power Systems,C615,93674.36
09/22/2019,Power Systems,C650,1328584.21
09/22/2019,Hubbell Lighting,C510,14558930.13
09/22/2019,Construction & Energy,C460,95725.64
09/22/2019,Commercial & Industrial,C400,6683892.64
09/22/2019,Construction & Energy,C720,618899.80
09/22/2019,Construction & Energy,C400,2241592.72
09/22/2019,Hubbell Lighting,C520,7295523.59
09/22/2019,Construction & Energy,C360,6041116.08
09/22/2019,Power Systems,C625,655793.81
09/22/2019,Construction & Energy,C794,136786.79
09/22/2019,Power Systems,C627,137447.22
09/29/2019,Construction & Energy,C370,2287975.57
09/29/2019,Power Systems,C640,4124826.79
09/29/2019,Construction & Energy,C351,2540644.93
09/29/2019,Hubbell Lighting,C550,641334.80
09/29/2019,Hubbell Lighting,C510,11684940.73
09/29/2019,Power Systems,C627,718384.64
09/29/2019,Power Systems,C610,16881754.61
09/29/2019,Construction & Energy,C366,2058764.65
09/29/2019,Construction & Energy,C450,833335.54
09/29/2019,Commercial & Industrial,C300,11697132.21
09/29/2019,Construction & Energy,C460,593449.89
09/29/2019,Power Systems,C615,0.00
09/29/2019,Commercial & Industrial,C750,511522.03
09/29/2019,Construction & Energy,C400,1907894.88
09/29/2019,Integrated Solutions,C200,182253.61
09/29/2019,Commercial & Industrial,C400,8984509.31
09/29/2019,Commercial & Industrial,C740,1021864.17
09/29/2019,Construction & Energy,C794,285842.11
09/29/2019,Power Systems,C625,67512.39
09/29/2019,Hubbell Lighting,C520,6245370.11
09/29/2019,Construction & Energy,C362,898120.38
09/29/2019,Power Systems,C650,685598.63
09/29/2019,Commercial & Industrial,C710,385078.44
09/29/2019,Construction & Energy,C360,6274168.78
09/29/2019,Construction & Energy,C720,769721.60
09/29/2019,Power Systems,C660,181550.26
10/06/2019,Construction & Energy,C400,1651169.62
10/06/2019,Construction & Energy,C720,965798.50
10/06/2019,Commercial & Industrial,C750,516669.52
10/06/2019,Hubbell Lighting,C520,5267028.78
10/06/2019,Commercial & Industrial,C300,10539508.57
10/06/2019,Construction & Energy,C460,175334.74
10/06/2019,Construction & Energy,C794,261854.97
10/06/2019,Power Systems,C615,1193.40
10/06/2019,Integrated Solutions,C200,111969.28
10/06/2019,Commercial & Industrial,C400,6502560.61
10/06/2019,Power Systems,C627,1712.42
10/06/2019,Construction & Energy,C360,5915451.45
10/06/2019,Commercial & Industrial,C740,1247191.97
10/06/2019,Hubbell Lighting,C510,14664335.07
10/06/2019,Power Systems,C625,762.36
10/06/2019,Construction & Energy,C450,712942.80
10/06/2019,Construction & Energy,C362,796805.23
10/06/2019,Power Systems,C660,151550.40
10/06/2019,Power Systems,C650,1107359.84
10/06/2019,Hubbell Lighting,C550,749227.57
10/06/2019,Construction & Energy,C366,1330751.54
10/06/2019,Power Systems,C640,3551029.48
10/06/2019,Construction & Energy,C351,3149023.65
10/06/2019,Commercial & Industrial,C710,1054795.46
10/06/2019,Power Systems,C610,16131033.07
10/06/2019,Construction & Energy,C370,3676837.07
10/13/2019,Construction & Energy,C450,1406791.47
10/13/2019,Power Systems,C640,4211081.08
10/13/2019,Commercial & Industrial,C400,7004529.08
10/13/2019,Construction & Energy,C460,909868.09
10/13/2019,Commercial & Industrial,C750,583528.16
10/13/2019,Power Systems,C650,1285682.14
10/13/2019,Construction & Energy,C360,6763296.37
10/13/2019,Power Systems,C610,16387371.52
10/13/2019,Construction & Energy,C794,327800.93
10/13/2019,Power Systems,C615,24479.70
10/13/2019,Construction & Energy,C362,623703.22
10/13/2019,Construction & Energy,C720,821574.59
10/13/2019,Commercial & Industrial,C710,258544.32
10/13/2019,Power Systems,C627,228931.16
10/13/2019,Hubbell Lighting,C550,688546.40
10/13/2019,Power Systems,C660,91200.96
10/13/2019,Commercial & Industrial,C740,995405.80
10/13/2019,Construction & Energy,C351,2633772.94
10/13/2019,Construction & Energy,C366,1999227.92
10/13/2019,Power Systems,C625,30279.13
10/13/2019,Commercial & Industrial,C300,10142994.27
10/13/2019,Hubbell Lighting,C520,5861706.93
10/13/2019,Hubbell Lighting,C510,12094703.78
10/13/2019,Construction & Energy,C400,1877163.19
10/13/2019,Construction & Energy,C370,1681221.79
10/13/2019,Integrated Solutions,C200,155191.85
10/20/2019,Construction & Energy,C370,1173129.17
10/20/2019,Integrated Solutions,C200,60038.97
10/20/2019,Power Systems,C627,116443.24
10/20/2019,Commercial & Industrial,C750,673440.91
10/20/2019,Power Systems,C650,1061338.22
10/20/2019,Commercial & Industrial,C740,1169620.09
10/20/2019,Construction & Energy,C794,211152.25
10/20/2019,Hubbell Lighting,C520,5721038.32
10/20/2019,Commercial & Industrial,C300,9758540.07
10/20/2019,Power Systems,C640,3608178.16
10/20/2019,Construction & Energy,C351,1962128.42
10/20/2019,Power Systems,C615,0.00
10/20/2019,Construction & Energy,C450,1504072.07
10/20/2019,Construction & Energy,C360,5102439.95
10/20/2019,Construction & Energy,C362,672252.68
10/20/2019,Commercial & Industrial,C400,6522602.02
10/20/2019,Commercial & Industrial,C710,159732.23
10/20/2019,Construction & Energy,C720,902774.84
10/20/2019,Construction & Energy,C366,1153354.19
10/20/2019,Construction & Energy,C460,1147206.50
10/20/2019,Hubbell Lighting,C510,11253585.36
10/20/2019,Construction & Energy,C400,2192934.95
10/20/2019,Hubbell Lighting,C550,1112418.94
10/20/2019,Power Systems,C610,17856687.32
10/20/2019,Power Systems,C625,10315.65
10/20/2019,Power Systems,C660,100358.31
10/27/2019,Hubbell Lighting,C351,0.00
10/27/2019,Commercial & Industrial,C300,10346199.13
10/27/2019,Power Systems,C625,54103.21
10/27/2019,Power Systems,C660,68787.92
10/27/2019,Power Systems,C627,27535.73
10/27/2019,Power Systems,C615,37816.48
10/27/2019,Construction & Energy,C460,135661.14
10/27/2019,Power Systems,C650,867739.34
10/27/2019,Commercial & Industrial,C740,775062.80
10/27/2019,Construction & Energy,C351,2647552.06
10/27/2019,Power Systems,C640,7892119.95
10/27/2019,Hubbell Lighting,C510,11228922.05
10/27/2019,Construction & Energy,C366,957335.73
10/27/2019,Hubbell Lighting,C550,937708.00
10/27/2019,Construction & Energy,C450,359062.15
10/27/2019,Power Systems,C610,19006263.64
10/27/2019,Integrated Solutions,C200,275301.26
10/27/2019,Construction & Energy,C400,1735843.27
10/27/2019,Construction & Energy,C360,5986245.71
10/27/2019,Construction & Energy,C370,1831834.18
10/27/2019,Commercial & Industrial,C710,340611.96
10/27/2019,Commercial & Industrial,C750,663638.63
10/27/2019,Construction & Energy,C794,316586.55
10/27/2019,Hubbell Lighting,C520,5611083.93
10/27/2019,Commercial & Industrial,C400,6313030.31
10/27/2019,Construction & Energy,C720,765287.25
10/27/2019,Construction & Energy,C362,915798.50
11/03/2019,Hubbell Lighting,C520,6750547.84
11/03/2019,Integrated Solutions,C200,139108.70
11/03/2019,Construction & Energy,C360,5839444.66
11/03/2019,Power Systems,C650,1122694.86
11/03/2019,Construction & Energy,C362,791419.63
11/03/2019,Construction & Energy,C794,253116.04
11/03/2019,Commercial & Industrial,C740,1326454.22
11/03/2019,Hubbell Lighting,C351,0.00
11/03/2019,Construction & Energy,C720,1033786.27
11/03/2019,Commercial & Industrial,C400,6705530.63
11/03/2019,Hubbell Lighting,C550,722905.17
11/03/2019,Construction & Energy,C400,2086368.04
11/03/2019,Construction & Energy,C366,1622085.72
11/03/2019,Power Systems,C610,19119502.66
11/03/2019,Construction & Energy,C370,1132275.16
11/03/2019,Commercial & Industrial,C710,389711.45
11/03/2019,Power Systems,C640,4121262.27
11/03/2019,Power Systems,C625,98494.84
11/03/2019,Hubbell Lighting,C510,12477691.26
11/03/2019,Commercial & Industrial,C750,531626.21
11/03/2019,Construction & Energy,C450,1084553.84
11/03/2019,Construction & Energy,C351,2996542.37
11/03/2019,Power Systems,C660,402097.15
11/03/2019,Power Systems,C627,186454.49
11/03/2019,Power Systems,C615,-104329.29
11/03/2019,Commercial & Industrial,C300,9739185.21
11/03/2019,Construction & Energy,C460,274975.07
11/10/2019,Construction & Energy,C794,398987.27
11/10/2019,Construction & Energy,C370,1636110.62
11/10/2019,Construction & Energy,C450,747725.46
11/10/2019,Commercial & Industrial,C300,9847094.30
11/10/2019,Integrated Solutions,C200,186469.88
11/10/2019,Construction & Energy,C351,2348159.82
11/10/2019,Hubbell Lighting,C550,853272.25
11/10/2019,Hubbell Lighting,C520,6973703.59
11/10/2019,Power Systems,C625,82995.32
11/10/2019,Commercial & Industrial,C750,678242.97
11/10/2019,Power Systems,C615,16276.45
11/10/2019,Construction & Energy,C720,950492.92
11/10/2019,Commercial & Industrial,C740,2155120.80
11/10/2019,Power Systems,C640,4274454.92
11/10/2019,Construction & Energy,C460,713495.13
11/10/2019,Power Systems,C627,192011.21
11/10/2019,Power Systems,C650,718645.75
11/10/2019,Commercial & Industrial,C710,161259.30
11/10/2019,Hubbell Lighting,C510,11605058.24
11/10/2019,Hubbell Lighting,C351,0.00
11/10/2019,Construction & Energy,C366,1542172.95
11/10/2019,Power Systems,C610,18656699.74
11/10/2019,Power Systems,C660,182729.83
11/10/2019,Commercial & Industrial,C400,6556694.08
11/10/2019,Construction & Energy,C400,1472770.68
11/10/2019,Construction & Energy,C362,704769.10
11/10/2019,Construction & Energy,C360,6496542.06
11/17/2019,Power Systems,C610,18664050.25
11/17/2019,Hubbell Lighting,C351,0.00
11/17/2019,Commercial & Industrial,C300,9563238.73
11/17/2019,Commercial & Industrial,C710,387518.31
11/17/2019,Power Systems,C627,149566.59
11/17/2019,Construction & Energy,C460,328533.48
11/17/2019,Power Systems,C660,472962.61
11/17/2019,Power Systems,C615,14295.99
11/17/2019,Construction & Energy,C400,1636510.02
11/17/2019,Hubbell Lighting,C510,9382224.45
11/17/2019,Construction & Energy,C450,541720.02
11/17/2019,Hubbell Lighting,C550,1143113.20
11/17/2019,Construction & Energy,C366,2170068.02
11/17/2019,Construction & Energy,C370,1056130.14
11/17/2019,Commercial & Industrial,C750,684593.48
11/17/2019,Construction & Energy,C720,823514.55
11/17/2019,Power Systems,C625,66260.28
11/17/2019,Commercial & Industrial,C400,6864942.79
11/17/2019,Power Systems,C640,4396343.82
11/17/2019,Construction & Energy,C351,2121364.74
11/17/2019,Commercial & Industrial,C740,756938.27
11/17/2019,Construction & Energy,C794,252157.46
11/17/2019,Integrated Solutions,C200,166408.86
11/17/2019,Construction & Energy,C362,741434.06
11/17/2019,Power Systems,C650,1099643.60
11/17/2019,Hubbell Lighting,C520,5769146.42
11/17/2019,Construction & Energy,C360,6526734.72
11/24/2019,Construction & Energy,C366,1856380.19
11/24/2019,Construction & Energy,C360,6264078.42
11/24/2019,Construction & Energy,C794,201617.47
11/24/2019,Commercial & Industrial,C750,475949.82
11/24/2019,Construction & Energy,C370,1366873.16
11/24/2019,Commercial & Industrial,C400,6807500.62
11/24/2019,Hubbell Lighting,C550,1034915.23
11/24/2019,Construction & Energy,C362,686722.28
11/24/2019,Construction & Energy,C400,1825095.24
11/24/2019,Integrated Solutions,C200,202249.74
11/24/2019,Commercial & Industrial,C710,62155.98
11/24/2019,Construction & Energy,C720,738141.01
11/24/2019,Power Systems,C610,19600919.90
11/24/2019,Construction & Energy,C351,2378563.87
11/24/2019,Power Systems,C625,107561.57
11/24/2019,Hubbell Lighting,C351,0.00
11/24/2019,Commercial & Industrial,C740,1444713.88
11/24/2019,Power Systems,C650,1021222.48
11/24/2019,Construction & Energy,C450,353656.39
11/24/2019,Commercial & Industrial,C300,10199263.02
11/24/2019,Power Systems,C640,3258307.51
11/24/2019,Hubbell Lighting,C510,10375040.13
11/24/2019,Power Systems,C615,14999.70
11/24/2019,Hubbell Lighting,C520,6904217.23
11/24/2019,Power Systems,C627,163403.53
11/24/2019,Construction & Energy,C460,548184.54
11/24/2019,Power Systems,C660,214897.16
12/01/2019,Construction & Energy,C450,647127.85
12/01/2019,Construction & Energy,C362,2367577.26
12/01/2019,Construction & Energy,C370,579389.47
12/01/2019,Hubbell Lighting,C550,594951.84
12/01/2019,Hubbell Lighting,C351,0.00
12/01/2019,Power Systems,C640,2634905.85
12/01/2019,Construction & Energy,C400,892945.86
12/01/2019,Integrated Solutions,C200,115240.78
12/01/2019,Commercial & Industrial,C300,6167698.79
12/01/2019,Construction & Energy,C720,514799.66
12/01/2019,Hubbell Lighting,C520,4117329.40
12/01/2019,Commercial & Industrial,C740,838093.84
12/01/2019,Power Systems,C650,345730.96
12/01/2019,Power Systems,C610,9627661.32
12/01/2019,Power Systems,C627,43526.69
12/01/2019,Commercial & Industrial,C400,4777408.48
12/01/2019,Commercial & Industrial,C710,146436.39
12/01/2019,Construction & Energy,C360,3733673.87
12/01/2019,Construction & Energy,C351,2652601.66
12/01/2019,Power Systems,C625,57886.96
12/01/2019,Construction & Energy,C794,548449.19
12/01/2019,Power Systems,C660,23696.34
12/01/2019,Construction & Energy,C460,460171.04
12/01/2019,Hubbell Lighting,C510,6301817.06
12/01/2019,Power Systems,C615,206729.03
12/01/2019,Commercial & Industrial,C750,351791.45
12/01/2019,Construction & Energy,C366,748692.19
12/08/2019,Commercial & Industrial,C710,225988.09
12/08/2019,Construction & Energy,C460,240037.39
12/08/2019,Construction & Energy,C360,5349164.07
12/08/2019,Power Systems,C625,95756.07
12/08/2019,Power Systems,C660,375261.48
12/08/2019,Commercial & Industrial,C740,1191578.66
12/08/2019,Construction & Energy,C362,-1071590.60
12/08/2019,Power Systems,C627,46265.54
12/08/2019,Construction & Energy,C400,2132716.55
12/08/2019,Construction & Energy,C366,1231889.95
12/08/2019,Construction & Energy,C370,4106473.84
12/08/2019,Construction & Energy,C351,2425545.51
12/08/2019,Commercial & Industrial,C300,9730688.15
12/08/2019,Construction & Energy,C794,244413.36
12/08/2019,Power Systems,C615,189716.90
12/08/2019,Construction & Energy,C720,688785.49
12/08/2019,Power Systems,C640,3428243.48
12/08/2019,Construction & Energy,C450,328579.86
12/08/2019,Hubbell Lighting,C510,12316377.08
12/08/2019,Hubbell Lighting,C351,0.00
12/08/2019,Commercial & Industrial,C750,508904.71
12/08/2019,Hubbell Lighting,C520,8178170.17
12/08/2019,Power Systems,C650,689766.70
12/08/2019,Integrated Solutions,C200,248886.76
12/08/2019,Commercial & Industrial,C400,6412954.82
12/08/2019,Hubbell Lighting,C550,818225.71
12/08/2019,Power Systems,C610,16941009.23
12/15/2019,Power Systems,C610,17328469.72
12/15/2019,Construction & Energy,C460,102987.13
12/15/2019,Construction & Energy,C366,1661633.99
12/15/2019,Commercial & Industrial,C710,101585.58
12/15/2019,Commercial & Industrial,C300,10218196.68
12/15/2019,Hubbell Lighting,C520,6131116.46
12/15/2019,Hubbell Lighting,C510,12860672.19
12/15/2019,Commercial & Industrial,C740,922315.47
12/15/2019,Construction & Energy,C400,1821794.93
12/15/2019,Commercial & Industrial,C400,6391356.67
12/15/2019,Construction & Energy,C720,630444.24
12/15/2019,Construction & Energy,C370,2960342.85
12/15/2019,Hubbell Lighting,C550,580528.08
12/15/2019,Power Systems,C650,488487.82
12/15/2019,Commercial & Industrial,C750,675772.40
12/15/2019,Construction & Energy,C450,209517.32
12/15/2019,Power Systems,C615,68999.97
12/15/2019,Construction & Energy,C794,271783.77
12/15/2019,Power Systems,C660,22781.28
12/15/2019,Construction & Energy,C360,5522202.33
12/15/2019,Construction & Energy,C362,1950393.78
12/15/2019,Power Systems,C625,110533.38
12/15/2019,Construction & Energy,C351,2431546.05
12/15/2019,Power Systems,C640,3500615.41
12/15/2019,Integrated Solutions,C200,146388.31
12/15/2019,Hubbell Lighting,C351,0.00
12/15/2019,Power Systems,C627,95009.46
12/22/2019,Power Systems,C625,34885.64
12/22/2019,Construction & Energy,C351,3083412.32
12/22/2019,Hubbell Lighting,C520,5139002.84
12/22/2019,Construction & Energy,C370,1152542.16
12/22/2019,Hubbell Lighting,C550,857031.39
12/22/2019,Commercial & Industrial,C400,7093426.38
12/22/2019,Construction & Energy,C400,1783140.76
12/22/2019,Power Systems,C640,3510995.48
12/22/2019,Construction & Energy,C720,509716.33
12/22/2019,Power Systems,C650,788639.01
12/22/2019,Construction & Energy,C450,573896.63
12/22/2019,Power Systems,C615,9024.27
12/22/2019,Construction & Energy,C794,247670.28
12/22/2019,Power Systems,C627,122160.19
12/22/2019,Construction & Energy,C362,258262.60
12/22/2019,Integrated Solutions,C200,188281.30
12/22/2019,Hubbell Lighting,C351,0.00
12/22/2019,Commercial & Industrial,C300,9481677.76
12/22/2019,Power Systems,C660,133034.00
12/22/2019,Power Systems,C610,16173409.93
12/22/2019,Construction & Energy,C460,638202.17
12/22/2019,Commercial & Industrial,C710,277890.27
12/22/2019,Commercial & Industrial,C750,699543.99
12/22/2019,Construction & Energy,C366,1846135.74
12/22/2019,Hubbell Lighting,C510,10875439.33
12/22/2019,Commercial & Industrial,C740,1200956.97
12/22/2019,Construction & Energy,C360,35242737.34
12/29/2019,Power Systems,C640,1552045.71
12/29/2019,Power Systems,C627,65757.56
12/29/2019,Commercial & Industrial,C710,83020.00
12/29/2019,Construction & Energy,C360,-27285240.04
12/29/2019,Commercial & Industrial,C400,3457975.71
12/29/2019,Construction & Energy,C794,157631.76
12/29/2019,Power Systems,C650,213879.75
12/29/2019,Construction & Energy,C351,752142.16
12/29/2019,Power Systems,C660,18474.76
12/29/2019,Hubbell Lighting,C351,0.00
12/29/2019,Power Systems,C610,11514228.40
12/29/2019,Hubbell Lighting,C550,269447.87
12/29/2019,Hubbell Lighting,C510,4429710.91
12/29/2019,Construction & Energy,C720,683694.90
12/29/2019,Commercial & Industrial,C750,333641.92
12/29/2019,Construction & Energy,C366,1270856.39
12/29/2019,Hubbell Lighting,C520,2797501.51
12/29/2019,Power Systems,C615,3915.13
12/29/2019,Commercial & Industrial,C740,411284.37
12/29/2019,Construction & Energy,C460,253933.34
12/29/2019,Commercial & Industrial,C300,5257158.96
12/29/2019,Construction & Energy,C370,-425320.19
12/29/2019,Construction & Energy,C450,84412.39
12/29/2019,Construction & Energy,C362,778076.08
12/29/2019,Power Systems,C625,56834.24
12/29/2019,Construction & Energy,C400,748019.41
12/29/2019,Integrated Solutions,C200,87687.15
01/05/2020,Construction & Energy,C362,297682.37
01/05/2020,Power Systems,C660,0.00
01/05/2020,Hubbell Lighting,C550,330541.32
01/05/2020,Commercial & Industrial,C400,5244815.47
01/05/2020,Construction & Energy,C400,850757.34
01/05/2020,Power Systems,C640,2089340.81
01/05/2020,Commercial & Industrial,C740,982715.77
01/05/2020,Power Systems,C627,2645026.02
01/05/2020,Commercial & Industrial,C300,4977068.24
01/05/2020,Hubbell Lighting,C520,3408475.08
01/05/2020,Hubbell Lighting,C510,4673848.70
01/05/2020,Hubbell Lighting,C351,0.00
01/05/2020,Construction & Energy,C794,78626.90
01/05/2020,Commercial & Industrial,C750,524285.75
01/05/2020,Integrated Solutions,C200,49876.46
01/05/2020,Construction & Energy,C720,535156.08
01/05/2020,Construction & Energy,C450,51235.21
01/05/2020,Construction & Energy,C360,2544287.66
01/05/2020,Power Systems,C615,0.00
01/05/2020,Construction & Energy,C366,1026186.45
01/05/2020,Power Systems,C625,28724.95
01/05/2020,Construction & Energy,C370,734125.67
01/05/2020,Construction & Energy,C351,1041589.57
01/05/2020,Power Systems,C650,675942.21
01/05/2020,Construction & Energy,C460,52963.62
01/05/2020,Power Systems,C610,11352238.27
01/05/2020,Commercial & Industrial,C710,27202.18
01/12/2020,Construction & Energy,C450,789375.57
01/12/2020,Construction & Energy,C362,274091.66
01/12/2020,Construction & Energy,C460,281638.31
01/12/2020,Construction & Energy,C794,152744.44
01/12/2020,Commercial & Industrial,C750,545264.90
01/12/2020,Construction & Energy,C720,698929.74
01/12/2020,Power Systems,C660,57871.55
01/12/2020,Construction & Energy,C366,2110908.79
01/12/2020,Construction & Energy,C400,2300636.57
01/12/2020,Hubbell Lighting,C351,0.00
01/12/2020,Power Systems,C650,808221.99
01/12/2020,Power Systems,C627,65536.59
01/12/2020,Power Systems,C640,3399430.15
01/12/2020,Commercial & Industrial,C710,178146.36
01/12/2020,Construction & Energy,C370,1352757.70
01/12/2020,Hubbell Lighting,C510,10054966.97
01/12/2020,Hubbell Lighting,C550,772347.27
01/12/2020,Power Systems,C615,23413.36
01/12/2020,Power Systems,C610,16422182.44
01/12/2020,Hubbell Lighting,C520,5302728.24
01/12/2020,Commercial & Industrial,C400,7314277.18
01/12/2020,Integrated Solutions,C200,145255.07
01/12/2020,Commercial & Industrial,C740,1439728.14
01/12/2020,Power Systems,C625,31765.02
01/12/2020,Commercial & Industrial,C300,9504249.54
01/12/2020,Construction & Energy,C360,6444664.21
01/12/2020,Construction & Energy,C351,2518591.95
01/19/2020,Construction & Energy,C794,336430.22
01/19/2020,Construction & Energy,C720,596616.95
01/19/2020,Power Systems,C650,759935.54
01/19/2020,Power Systems,C627,40796.63
01/19/2020,Power Systems,C610,19614244.78
01/19/2020,Construction & Energy,C400,2058414.64
01/19/2020,Integrated Solutions,C200,188897.93
01/19/2020,Hubbell Lighting,C550,950639.73
01/19/2020,Construction & Energy,C366,1711350.97
01/19/2020,Power Systems,C615,13172.37
01/19/2020,Commercial & Industrial,C710,92308.43
01/19/2020,Construction & Energy,C351,2212467.04
01/19/2020,Construction & Energy,C450,695902.88
01/19/2020,Power Systems,C625,27466.35
01/19/2020,Construction & Energy,C460,306930.01
01/19/2020,Construction & Energy,C360,6283842.73
01/19/2020,Commercial & Industrial,C750,619518.25
01/19/2020,Construction & Energy,C370,1821411.46
01/19/2020,Hubbell Lighting,C520,5094672.70
01/19/2020,Power Systems,C660,27906.28
01/19/2020,Power Systems,C640,4203291.36
01/19/2020,Commercial & Industrial,C300,10616267.01
01/19/2020,Construction & Energy,C362,605057.63
01/19/2020,Commercial & Industrial,C740,1160624.83
01/19/2020,Hubbell Lighting,C510,12286951.11
01/19/2020,Commercial & Industrial,C400,7035801.63
01/19/2020,Hubbell Lighting,C351,0.00
01/26/2020,Construction & Energy,C362,606169.55
01/26/2020,Power Systems,C610,15368288.32
01/26/2020,Commercial & Industrial,C750,725789.31
01/26/2020,Power Systems,C615,0.00
01/26/2020,Power Systems,C660,150420.85
01/26/2020,Power Systems,C650,959089.95
01/26/2020,Construction & Energy,C360,5418167.35
01/26/2020,Commercial & Industrial,C710,243404.75
01/26/2020,Construction & Energy,C720,831509.36
01/26/2020,Integrated Solutions,C200,205307.58
01/26/2020,Commercial & Industrial,C740,1456418.48
01/26/2020,Hubbell Lighting,C520,5299536.17
01/26/2020,Construction & Energy,C370,1884039.77
01/26/2020,Power Systems,C640,3738060.42
01/26/2020,Hubbell Lighting,C510,10008690.38
01/26/2020,Construction & Energy,C460,165703.83
01/26/2020,Power Systems,C627,0.00
01/26/2020,Commercial & Industrial,C400,5337204.63
01/26/2020,Power Systems,C625,221.20
01/26/2020,Construction & Energy,C794,255404.04
01/26/2020,Construction & Energy,C366,1617613.82
01/26/2020,Construction & Energy,C400,1836457.03
01/26/2020,Hubbell Lighting,C550,760851.02
01/26/2020,Construction & Energy,C351,1958131.88
01/26/2020,Hubbell Lighting,C351,0.00
01/26/2020,Commercial & Industrial,C300,10258597.76
01/26/2020,Construction & Energy,C450,290407.57
02/02/2020,Construction & Energy,C351,2492781.29
02/02/2020,Power Systems,C650,1048049.66
02/02/2020,Commercial & Industrial,C740,1141108.15
02/02/2020,Construction & Energy,C450,690801.17
02/02/2020,Construction & Energy,C460,338779.19
02/02/2020,Power Systems,C625,0.00
02/02/2020,Power Systems,C615,0.00
02/02/2020,Commercial & Industrial,C710,1830907.83
02/02/2020,Hubbell Lighting,C520,5403064.18
02/02/2020,Construction & Energy,C366,2676584.68
02/02/2020,Hubbell Lighting,C351,0.00
02/02/2020,Construction & Energy,C794,1650213.54
02/02/2020,Hubbell Lighting,C550,556794.31
02/02/2020,Power Systems,C627,0.00
02/02/2020,Construction & Energy,C400,1588669.88
02/02/2020,Commercial & Industrial,C400,5649798.00
02/02/2020,Hubbell Lighting,C510,11938588.41
02/02/2020,Construction & Energy,C362,943456.92
02/02/2020,Integrated Solutions,C200,162428.34
02/02/2020,Construction & Energy,C360,6100044.85
02/02/2020,Power Systems,C660,29258.92
02/02/2020,Construction & Energy,C370,1042652.08
02/02/2020,Construction & Energy,C720,1176437.66
02/02/2020,Power Systems,C610,23215815.94
02/02/2020,Commercial & Industrial,C750,951613.47
02/02/2020,Power Systems,C640,3244226.65
02/02/2020,Commercial & Industrial,C300,10396284.66
02/09/2020,Commercial & Industrial,C400,6736406.76
02/09/2020,Construction & Energy,C450,919549.24
02/09/2020,Construction & Energy,C400,2371428.89
02/09/2020,Hubbell Lighting,C351,0.00
